E0=1.725986	epsilon=0.020000
-2.820000	0.163771
-2.808000	0.166939
-2.796000	0.170142
-2.784000	0.173382
-2.772000	0.176656
-2.760000	0.179966
-2.748000	0.183310
-2.736000	0.186689
-2.724000	0.190102
-2.712000	0.193548
-2.700000	0.197029
-2.688000	0.200542
-2.676000	0.204087
-2.664000	0.207665
-2.652000	0.211274
-2.640000	0.214915
-2.628000	0.218586
-2.616000	0.222287
-2.604000	0.226018
-2.592000	0.229778
-2.580000	0.233567
-2.568000	0.237383
-2.556000	0.241226
-2.544000	0.245096
-2.532000	0.248992
-2.520000	0.252912
-2.508000	0.256858
-2.496000	0.260827
-2.484000	0.264819
-2.472000	0.268833
-2.460000	0.272868
-2.448000	0.276924
-2.436000	0.280999
-2.424000	0.285094
-2.412000	0.289206
-2.400000	0.293335
-2.388000	0.297480
-2.376000	0.301640
-2.364000	0.305815
-2.352000	0.310002
-2.340000	0.314202
-2.328000	0.318413
-2.316000	0.322633
-2.304000	0.326863
-2.292000	0.331101
-2.280000	0.335345
-2.268000	0.339595
-2.256000	0.343849
-2.244000	0.348107
-2.232000	0.352366
-2.220000	0.356627
-2.208000	0.360887
-2.196000	0.365146
-2.184000	0.369402
-2.172000	0.373654
-2.160000	0.377901
-2.148000	0.382140
-2.136000	0.386372
-2.124000	0.390595
-2.112000	0.394807
-2.100000	0.399007
-2.088000	0.403193
-2.076000	0.407365
-2.064000	0.411521
-2.052000	0.415659
-2.040000	0.419778
-2.028000	0.423877
-2.016000	0.427954
-2.004000	0.432007
-1.992000	0.436036
-1.980000	0.440039
-1.968000	0.444014
-1.956000	0.447960
-1.944000	0.451875
-1.932000	0.455758
-1.920000	0.459607
-1.908000	0.463422
-1.896000	0.467199
-1.884000	0.470939
-1.872000	0.474638
-1.860000	0.478297
-1.848000	0.481913
-1.836000	0.485484
-1.824000	0.489010
-1.812000	0.492488
-1.800000	0.495918
-1.788000	0.499297
-1.776000	0.502625
-1.764000	0.505899
-1.752000	0.509119
-1.740000	0.512281
-1.728000	0.515387
-1.716000	0.518432
-1.704000	0.521417
-1.692000	0.524340
-1.680000	0.527198
-1.668000	0.529992
-1.656000	0.532719
-1.644000	0.535377
-1.632000	0.537966
-1.620000	0.540484
-1.608000	0.542929
-1.596000	0.545301
-1.584000	0.547597
-1.572000	0.549817
-1.560000	0.551959
-1.548000	0.554021
-1.536000	0.556003
-1.524000	0.557903
-1.512000	0.559719
-1.500000	0.561451
-1.488000	0.563097
-1.476000	0.564656
-1.464000	0.566127
-1.452000	0.567509
-1.440000	0.568799
-1.428000	0.569998
-1.416000	0.571105
-1.404000	0.572117
-1.392000	0.573034
-1.380000	0.573854
-1.368000	0.574578
-1.356000	0.575203
-1.344000	0.575729
-1.332000	0.576155
-1.320000	0.576480
-1.308000	0.576703
-1.296000	0.576823
-1.284000	0.576839
-1.272000	0.576751
-1.260000	0.576557
-1.248000	0.576257
-1.236000	0.575851
-1.224000	0.575337
-1.212000	0.574714
-1.200000	0.573983
-1.188000	0.573143
-1.176000	0.572192
-1.164000	0.571131
-1.152000	0.569959
-1.140000	0.568676
-1.128000	0.567281
-1.116000	0.565773
-1.104000	0.564152
-1.092000	0.562419
-1.080000	0.560573
-1.068000	0.558612
-1.056000	0.556538
-1.044000	0.554351
-1.032000	0.552049
-1.020000	0.549632
-1.008000	0.547102
-0.996000	0.544457
-0.984000	0.541698
-0.972000	0.538825
-0.960000	0.535838
-0.948000	0.532736
-0.936000	0.529521
-0.924000	0.526192
-0.912000	0.522750
-0.900000	0.519194
-0.888000	0.515526
-0.876000	0.511744
-0.864000	0.507851
-0.852000	0.503846
-0.840000	0.499730
-0.828000	0.495503
-0.816000	0.491166
-0.804000	0.486719
-0.792000	0.482163
-0.780000	0.477499
-0.768000	0.472727
-0.756000	0.467849
-0.744000	0.462864
-0.732000	0.457773
-0.720000	0.452578
-0.708000	0.447280
-0.696000	0.441878
-0.684000	0.436375
-0.672000	0.430771
-0.660000	0.425068
-0.648000	0.419265
-0.636000	0.413365
-0.624000	0.407368
-0.612000	0.401277
-0.600000	0.395091
-0.588000	0.388812
-0.576000	0.382441
-0.564000	0.375980
-0.552000	0.369430
-0.540000	0.362792
-0.528000	0.356069
-0.516000	0.349260
-0.504000	0.342368
-0.492000	0.335394
-0.480000	0.328340
-0.468000	0.321206
-0.456000	0.313996
-0.444000	0.306710
-0.432000	0.299350
-0.420000	0.291918
-0.408000	0.284415
-0.396000	0.276843
-0.384000	0.269203
-0.372000	0.261499
-0.360000	0.253730
-0.348000	0.245900
-0.336000	0.238010
-0.324000	0.230062
-0.312000	0.222057
-0.300000	0.213998
-0.288000	0.205886
-0.276000	0.197724
-0.264000	0.189514
-0.252000	0.181256
-0.240000	0.172954
-0.228000	0.164610
-0.216000	0.156225
-0.204000	0.147801
-0.192000	0.139341
-0.180000	0.130846
-0.168000	0.122319
-0.156000	0.113762
-0.144000	0.105176
-0.132000	0.096565
-0.120000	0.087929
-0.108000	0.079272
-0.096000	0.070595
-0.084000	0.061900
-0.072000	0.053190
-0.060000	0.044467
-0.048000	0.035733
-0.036000	0.026990
-0.024000	0.018241
-0.012000	0.009486
0.000000	0.000730
0.012000	-0.008027
0.024000	-0.016782
0.036000	-0.025532
0.048000	-0.034277
0.060000	-0.043012
0.072000	-0.051737
0.084000	-0.060450
0.096000	-0.069147
0.108000	-0.077827
0.120000	-0.086488
0.132000	-0.095127
0.144000	-0.103743
0.156000	-0.112333
0.168000	-0.120895
0.180000	-0.129427
0.192000	-0.137927
0.204000	-0.146393
0.216000	-0.154823
0.228000	-0.163215
0.240000	-0.171566
0.252000	-0.179876
0.264000	-0.188141
0.276000	-0.196359
0.288000	-0.204530
0.300000	-0.212650
0.312000	-0.220718
0.324000	-0.228731
0.336000	-0.236689
0.348000	-0.244589
0.360000	-0.252430
0.372000	-0.260208
0.384000	-0.267924
0.396000	-0.275574
0.408000	-0.283157
0.420000	-0.290672
0.432000	-0.298116
0.444000	-0.305488
0.456000	-0.312787
0.468000	-0.320010
0.480000	-0.327156
0.492000	-0.334224
0.504000	-0.341211
0.516000	-0.348117
0.528000	-0.354940
0.540000	-0.361678
0.552000	-0.368330
0.564000	-0.374895
0.576000	-0.381370
0.588000	-0.387756
0.600000	-0.394050
0.612000	-0.400252
0.624000	-0.406360
0.636000	-0.412372
0.648000	-0.418289
0.660000	-0.424107
0.672000	-0.429828
0.684000	-0.435448
0.696000	-0.440968
0.708000	-0.446387
0.720000	-0.451702
0.732000	-0.456915
0.744000	-0.462022
0.756000	-0.467025
0.768000	-0.471922
0.780000	-0.476711
0.792000	-0.481394
0.804000	-0.485968
0.816000	-0.490433
0.828000	-0.494788
0.840000	-0.499033
0.852000	-0.503168
0.864000	-0.507192
0.876000	-0.511103
0.888000	-0.514903
0.900000	-0.518590
0.912000	-0.522165
0.924000	-0.525626
0.936000	-0.528974
0.948000	-0.532208
0.960000	-0.535329
0.972000	-0.538335
0.984000	-0.541228
0.996000	-0.544006
1.008000	-0.546669
1.020000	-0.549219
1.032000	-0.551654
1.044000	-0.553975
1.056000	-0.556182
1.068000	-0.558275
1.080000	-0.560254
1.092000	-0.562119
1.104000	-0.563871
1.116000	-0.565511
1.128000	-0.567037
1.140000	-0.568451
1.152000	-0.569753
1.164000	-0.570944
1.176000	-0.572023
1.188000	-0.572992
1.200000	-0.573851
1.212000	-0.574600
1.224000	-0.575241
1.236000	-0.575773
1.248000	-0.576197
1.260000	-0.576515
1.272000	-0.576726
1.284000	-0.576832
1.296000	-0.576833
1.308000	-0.576730
1.320000	-0.576524
1.332000	-0.576216
1.344000	-0.575807
1.356000	-0.575298
1.368000	-0.574689
1.380000	-0.573982
1.392000	-0.573177
1.404000	-0.572276
1.416000	-0.571280
1.428000	-0.570189
1.440000	-0.569006
1.452000	-0.567730
1.464000	-0.566364
1.476000	-0.564908
1.488000	-0.563363
1.500000	-0.561731
1.512000	-0.560014
1.524000	-0.558211
1.536000	-0.556325
1.548000	-0.554357
1.560000	-0.552308
1.572000	-0.550179
1.584000	-0.547973
1.596000	-0.545689
1.608000	-0.543330
1.620000	-0.540897
1.632000	-0.538391
1.644000	-0.535814
1.656000	-0.533166
1.668000	-0.530451
1.680000	-0.527669
1.692000	-0.524821
1.704000	-0.521909
1.716000	-0.518934
1.728000	-0.515898
1.740000	-0.512803
1.752000	-0.509650
1.764000	-0.506440
1.776000	-0.503174
1.788000	-0.499856
1.800000	-0.496485
1.812000	-0.493063
1.824000	-0.489593
1.836000	-0.486075
1.848000	-0.482511
1.860000	-0.478902
1.872000	-0.475251
1.884000	-0.471558
1.896000	-0.467825
1.908000	-0.464054
1.920000	-0.460245
1.932000	-0.456402
1.944000	-0.452524
1.956000	-0.448614
1.968000	-0.444674
1.980000	-0.440703
1.992000	-0.436705
2.004000	-0.432681
2.016000	-0.428631
2.028000	-0.424558
2.040000	-0.420463
2.052000	-0.416347
2.064000	-0.412212
2.076000	-0.408059
2.088000	-0.403890
2.100000	-0.399706
2.112000	-0.395508
2.124000	-0.391298
2.136000	-0.387077
2.148000	-0.382846
2.160000	-0.378608
2.172000	-0.374362
2.184000	-0.370111
2.196000	-0.365856
2.208000	-0.361597
2.220000	-0.357337
2.232000	-0.353076
2.244000	-0.348817
2.256000	-0.344558
2.268000	-0.340303
2.280000	-0.336053
2.292000	-0.331808
2.304000	-0.327569
2.316000	-0.323338
2.328000	-0.319115
2.340000	-0.314903
2.352000	-0.310701
2.364000	-0.306512
2.376000	-0.302335
2.388000	-0.298172
2.400000	-0.294025
2.412000	-0.289893
2.424000	-0.285778
2.436000	-0.281680
2.448000	-0.277602
2.460000	-0.273542
2.472000	-0.269504
2.484000	-0.265486
2.496000	-0.261490
2.508000	-0.257518
2.520000	-0.253568
2.532000	-0.249643
2.544000	-0.245743
2.556000	-0.241869
2.568000	-0.238021
2.580000	-0.234201
2.592000	-0.230408
2.604000	-0.226643
2.616000	-0.222907
2.628000	-0.219201
2.640000	-0.215525
2.652000	-0.211879
2.664000	-0.208264
2.676000	-0.204681
2.688000	-0.201130
2.700000	-0.197612
2.712000	-0.194126
2.724000	-0.190674
2.736000	-0.187255
2.748000	-0.183871
2.760000	-0.180521
2.772000	-0.177205
2.784000	-0.173925
2.796000	-0.170680
2.808000	-0.167470
2.820000	-0.164297
2.832000	-0.161159
2.844000	-0.158058
2.856000	-0.154993
2.868000	-0.151964
2.880000	-0.148973
2.892000	-0.146018
2.904000	-0.143101
2.916000	-0.140220
2.928000	-0.137377
2.940000	-0.134571
2.952000	-0.131802
2.964000	-0.129071
2.976000	-0.126377
2.988000	-0.123720
3.000000	-0.121101
3.012000	-0.118519
3.024000	-0.115974
3.036000	-0.113467
3.048000	-0.110997
3.060000	-0.108563
3.072000	-0.106167
3.084000	-0.103808
3.096000	-0.101485
3.108000	-0.099199
3.120000	-0.096949
3.132000	-0.094736
3.144000	-0.092559
3.156000	-0.090417
3.168000	-0.088312
3.180000	-0.086242
3.192000	-0.084207
3.204000	-0.082207
3.216000	-0.080242
3.228000	-0.078312
3.240000	-0.076416
3.252000	-0.074555
3.264000	-0.072727
3.276000	-0.070932
3.288000	-0.069171
3.300000	-0.067443
3.312000	-0.065747
3.324000	-0.064084
3.336000	-0.062453
3.348000	-0.060854
3.360000	-0.059286
3.372000	-0.057749
3.384000	-0.056243
3.396000	-0.054767
3.408000	-0.053321
3.420000	-0.051905
3.432000	-0.050519
3.444000	-0.049161
3.456000	-0.047832
3.468000	-0.046532
3.480000	-0.045259
3.492000	-0.044014
3.504000	-0.042796
3.516000	-0.041605
3.528000	-0.040441
3.540000	-0.039302
3.552000	-0.038189
3.564000	-0.037102
3.576000	-0.036039
3.588000	-0.035001
3.600000	-0.033987
3.612000	-0.032998
3.624000	-0.032031
3.636000	-0.031088
3.648000	-0.030167
3.660000	-0.029269
3.672000	-0.028392
3.684000	-0.027537
3.696000	-0.026704
3.708000	-0.025891
3.720000	-0.025098
3.732000	-0.024326
3.744000	-0.023573
3.756000	-0.022840
3.768000	-0.022126
3.780000	-0.021430
3.792000	-0.020753
3.804000	-0.020094
3.816000	-0.019452
3.828000	-0.018827
3.840000	-0.018219
3.852000	-0.017628
3.864000	-0.017053
3.876000	-0.016494
3.888000	-0.015950
3.900000	-0.015422
3.912000	-0.014908
3.924000	-0.014410
3.936000	-0.013925
3.948000	-0.013454
3.960000	-0.012997
3.972000	-0.012553
3.984000	-0.012122
3.996000	-0.011704
4.008000	-0.011298
4.020000	-0.010904
4.032000	-0.010522
4.044000	-0.010152
4.056000	-0.009793
4.068000	-0.009445
4.080000	-0.009107
4.092000	-0.008780
4.104000	-0.008463
4.116000	-0.008157
4.128000	-0.007860
4.140000	-0.007572
4.152000	-0.007293
4.164000	-0.007024
4.176000	-0.006763
4.188000	-0.006511
4.200000	-0.006266
4.212000	-0.006030
4.224000	-0.005802
4.236000	-0.005581
4.248000	-0.005368
4.260000	-0.005162
4.272000	-0.004963
4.284000	-0.004771
4.296000	-0.004585
4.308000	-0.004405
4.320000	-0.004232
4.332000	-0.004065
4.344000	-0.003904
4.356000	-0.003748
4.368000	-0.003598
4.380000	-0.003454
4.392000	-0.003314
4.404000	-0.003180
4.416000	-0.003050
4.428000	-0.002925
4.440000	-0.002805
4.452000	-0.002689
4.464000	-0.002577
4.476000	-0.002470
4.488000	-0.002366
4.500000	-0.002267
4.512000	-0.002171
4.524000	-0.002079
4.536000	-0.001990
4.548000	-0.001905
4.560000	-0.001823
4.572000	-0.001744
4.584000	-0.001669
4.596000	-0.001596
4.608000	-0.001526
4.620000	-0.001459
4.632000	-0.001394
4.644000	-0.001333
4.656000	-0.001273
4.668000	-0.001216
4.680000	-0.001162
4.692000	-0.001109
4.704000	-0.001059
4.716000	-0.001011
4.728000	-0.000965
4.740000	-0.000920
4.752000	-0.000878
4.764000	-0.000837
4.776000	-0.000798
4.788000	-0.000761
4.800000	-0.000725
4.812000	-0.000691
4.824000	-0.000659
4.836000	-0.000627
4.848000	-0.000597
4.860000	-0.000569
4.872000	-0.000542
4.884000	-0.000515
4.896000	-0.000490
4.908000	-0.000467
4.920000	-0.000444
4.932000	-0.000422
4.944000	-0.000401
4.956000	-0.000381
4.968000	-0.000362
4.980000	-0.000344
4.992000	-0.000327
5.004000	-0.000311
5.016000	-0.000295
5.028000	-0.000280
5.040000	-0.000266
5.052000	-0.000252
5.064000	-0.000239
5.076000	-0.000227
5.088000	-0.000215
5.100000	-0.000204
5.112000	-0.000193
5.124000	-0.000183
5.136000	-0.000174
5.148000	-0.000165
5.160000	-0.000156
5.172000	-0.000148
5.184000	-0.000140
5.196000	-0.000132
5.208000	-0.000125
5.220000	-0.000118
5.232000	-0.000112
5.244000	-0.000106
5.256000	-0.000100
5.268000	-0.000095
5.280000	-0.000089
5.292000	-0.000084
5.304000	-0.000080
5.316000	-0.000075
5.328000	-0.000071
5.340000	-0.000067
5.352000	-0.000063
5.364000	-0.000060
5.376000	-0.000056
5.388000	-0.000053
5.400000	-0.000050
5.412000	-0.000047
5.424000	-0.000044
5.436000	-0.000042
5.448000	-0.000039
5.460000	-0.000037
5.472000	-0.000035
5.484000	-0.000033
5.496000	-0.000031
5.508000	-0.000029
5.520000	-0.000027
5.532000	-0.000026
5.544000	-0.000024
5.556000	-0.000023
5.568000	-0.000021
5.580000	-0.000020
5.592000	-0.000019
5.604000	-0.000018
5.616000	-0.000017
5.628000	-0.000016
5.640000	-0.000015
5.652000	-0.000014
5.664000	-0.000013
5.676000	-0.000012
5.688000	-0.000011
5.700000	-0.000010
5.712000	-0.000010
5.724000	-0.000009
5.736000	-0.000009
5.748000	-0.000008
5.760000	-0.000007
5.772000	-0.000007
5.784000	-0.000006
5.796000	-0.000006
5.808000	-0.000006
5.820000	-0.000005
5.832000	-0.000005
5.844000	-0.000004
5.856000	-0.000004
5.868000	-0.000004
5.880000	-0.000003
5.892000	-0.000003
5.904000	-0.000003
5.916000	-0.000002
5.928000	-0.000002
5.940000	-0.000002
5.952000	-0.000002
5.964000	-0.000002
5.976000	-0.000001
5.988000	-0.000001
