E0=0.526734	epsilon=0.010000
-2.820000	0.068843
-2.808000	0.070241
-2.796000	0.071660
-2.784000	0.073100
-2.772000	0.074562
-2.760000	0.076044
-2.748000	0.077548
-2.736000	0.079074
-2.724000	0.080622
-2.712000	0.082191
-2.700000	0.083782
-2.688000	0.085395
-2.676000	0.087031
-2.664000	0.088688
-2.652000	0.090369
-2.640000	0.092071
-2.628000	0.093796
-2.616000	0.095544
-2.604000	0.097315
-2.592000	0.099108
-2.580000	0.100925
-2.568000	0.102764
-2.556000	0.104627
-2.544000	0.106512
-2.532000	0.108421
-2.520000	0.110353
-2.508000	0.112308
-2.496000	0.114287
-2.484000	0.116289
-2.472000	0.118315
-2.460000	0.120364
-2.448000	0.122436
-2.436000	0.124532
-2.424000	0.126651
-2.412000	0.128794
-2.400000	0.130961
-2.388000	0.133151
-2.376000	0.135364
-2.364000	0.137601
-2.352000	0.139861
-2.340000	0.142145
-2.328000	0.144452
-2.316000	0.146783
-2.304000	0.149137
-2.292000	0.151514
-2.280000	0.153915
-2.268000	0.156338
-2.256000	0.158785
-2.244000	0.161255
-2.232000	0.163747
-2.220000	0.166263
-2.208000	0.168801
-2.196000	0.171362
-2.184000	0.173945
-2.172000	0.176551
-2.160000	0.179179
-2.148000	0.181829
-2.136000	0.184501
-2.124000	0.187195
-2.112000	0.189911
-2.100000	0.192649
-2.088000	0.195408
-2.076000	0.198188
-2.064000	0.200989
-2.052000	0.203811
-2.040000	0.206653
-2.028000	0.209516
-2.016000	0.212400
-2.004000	0.215303
-1.992000	0.218227
-1.980000	0.221170
-1.968000	0.224132
-1.956000	0.227113
-1.944000	0.230114
-1.932000	0.233133
-1.920000	0.236170
-1.908000	0.239225
-1.896000	0.242299
-1.884000	0.245389
-1.872000	0.248497
-1.860000	0.251622
-1.848000	0.254764
-1.836000	0.257922
-1.824000	0.261096
-1.812000	0.264285
-1.800000	0.267490
-1.788000	0.270710
-1.776000	0.273944
-1.764000	0.277193
-1.752000	0.280456
-1.740000	0.283732
-1.728000	0.287022
-1.716000	0.290324
-1.704000	0.293639
-1.692000	0.296966
-1.680000	0.300304
-1.668000	0.303654
-1.656000	0.307014
-1.644000	0.310385
-1.632000	0.313766
-1.620000	0.317156
-1.608000	0.320556
-1.596000	0.323964
-1.584000	0.327380
-1.572000	0.330804
-1.560000	0.334236
-1.548000	0.337674
-1.536000	0.341118
-1.524000	0.344569
-1.512000	0.348024
-1.500000	0.351485
-1.488000	0.354950
-1.476000	0.358419
-1.464000	0.361892
-1.452000	0.365367
-1.440000	0.368845
-1.428000	0.372325
-1.416000	0.375806
-1.404000	0.379288
-1.392000	0.382770
-1.380000	0.386252
-1.368000	0.389733
-1.356000	0.393213
-1.344000	0.396691
-1.332000	0.400167
-1.320000	0.403639
-1.308000	0.407109
-1.296000	0.410574
-1.284000	0.414035
-1.272000	0.417490
-1.260000	0.420940
-1.248000	0.424383
-1.236000	0.427820
-1.224000	0.431249
-1.212000	0.434670
-1.200000	0.438083
-1.188000	0.441486
-1.176000	0.444879
-1.164000	0.448263
-1.152000	0.451635
-1.140000	0.454996
-1.128000	0.458345
-1.116000	0.461681
-1.104000	0.465004
-1.092000	0.468313
-1.080000	0.471607
-1.068000	0.474887
-1.056000	0.478151
-1.044000	0.481399
-1.032000	0.484630
-1.020000	0.487844
-1.008000	0.491040
-0.996000	0.494217
-0.984000	0.497375
-0.972000	0.500514
-0.960000	0.503632
-0.948000	0.506729
-0.936000	0.509805
-0.924000	0.512859
-0.912000	0.515891
-0.900000	0.518899
-0.888000	0.521884
-0.876000	0.524844
-0.864000	0.527780
-0.852000	0.530690
-0.840000	0.533574
-0.828000	0.536432
-0.816000	0.539263
-0.804000	0.542066
-0.792000	0.544841
-0.780000	0.547587
-0.768000	0.550304
-0.756000	0.552991
-0.744000	0.555648
-0.732000	0.558274
-0.720000	0.560869
-0.708000	0.563432
-0.696000	0.565963
-0.684000	0.568461
-0.672000	0.570925
-0.660000	0.573356
-0.648000	0.575752
-0.636000	0.578114
-0.624000	0.580440
-0.612000	0.582731
-0.600000	0.584985
-0.588000	0.587203
-0.576000	0.589384
-0.564000	0.591527
-0.552000	0.593632
-0.540000	0.595699
-0.528000	0.597727
-0.516000	0.599715
-0.504000	0.601664
-0.492000	0.603573
-0.480000	0.605442
-0.468000	0.607269
-0.456000	0.609056
-0.444000	0.610801
-0.432000	0.612504
-0.420000	0.614164
-0.408000	0.615782
-0.396000	0.617357
-0.384000	0.618889
-0.372000	0.620377
-0.360000	0.621821
-0.348000	0.623221
-0.336000	0.624576
-0.324000	0.625887
-0.312000	0.627153
-0.300000	0.628373
-0.288000	0.629547
-0.276000	0.630676
-0.264000	0.631759
-0.252000	0.632795
-0.240000	0.633785
-0.228000	0.634728
-0.216000	0.635624
-0.204000	0.636473
-0.192000	0.637274
-0.180000	0.638029
-0.168000	0.638735
-0.156000	0.639394
-0.144000	0.640005
-0.132000	0.640567
-0.120000	0.641082
-0.108000	0.641548
-0.096000	0.641966
-0.084000	0.642335
-0.072000	0.642656
-0.060000	0.642929
-0.048000	0.643152
-0.036000	0.643327
-0.024000	0.643453
-0.012000	0.643530
0.000000	0.643559
0.012000	0.643538
0.024000	0.643469
0.036000	0.643351
0.048000	0.643185
0.060000	0.642969
0.072000	0.642705
0.084000	0.642392
0.096000	0.642031
0.108000	0.641621
0.120000	0.641163
0.132000	0.640656
0.144000	0.640102
0.156000	0.639499
0.168000	0.638848
0.180000	0.638150
0.192000	0.637403
0.204000	0.636610
0.216000	0.635769
0.228000	0.634880
0.240000	0.633945
0.252000	0.632963
0.264000	0.631935
0.276000	0.630860
0.288000	0.629739
0.300000	0.628572
0.312000	0.627359
0.324000	0.626101
0.336000	0.624798
0.348000	0.623450
0.360000	0.622057
0.372000	0.620621
0.384000	0.619140
0.396000	0.617615
0.408000	0.616048
0.420000	0.614437
0.432000	0.612783
0.444000	0.611087
0.456000	0.609349
0.468000	0.607570
0.480000	0.605749
0.492000	0.603887
0.504000	0.601985
0.516000	0.600043
0.528000	0.598061
0.540000	0.596039
0.552000	0.593979
0.564000	0.591880
0.576000	0.589744
0.588000	0.587569
0.600000	0.585358
0.612000	0.583109
0.624000	0.580825
0.636000	0.578504
0.648000	0.576148
0.660000	0.573758
0.672000	0.571333
0.684000	0.568874
0.696000	0.566381
0.708000	0.563856
0.720000	0.561298
0.732000	0.558709
0.744000	0.556088
0.756000	0.553436
0.768000	0.550754
0.780000	0.548042
0.792000	0.545300
0.804000	0.542530
0.816000	0.539732
0.828000	0.536906
0.840000	0.534052
0.852000	0.531172
0.864000	0.528267
0.876000	0.525335
0.888000	0.522379
0.900000	0.519398
0.912000	0.516394
0.924000	0.513366
0.936000	0.510316
0.948000	0.507244
0.960000	0.504150
0.972000	0.501035
0.984000	0.497900
0.996000	0.494745
1.008000	0.491571
1.020000	0.488378
1.032000	0.485167
1.044000	0.481939
1.056000	0.478694
1.068000	0.475432
1.080000	0.472155
1.092000	0.468863
1.104000	0.465556
1.116000	0.462236
1.128000	0.458902
1.140000	0.455555
1.152000	0.452196
1.164000	0.448826
1.176000	0.445444
1.188000	0.442052
1.200000	0.438650
1.212000	0.435239
1.224000	0.431820
1.236000	0.428392
1.248000	0.424956
1.260000	0.421514
1.272000	0.418065
1.284000	0.414611
1.296000	0.411151
1.308000	0.407687
1.320000	0.404218
1.332000	0.400746
1.344000	0.397270
1.356000	0.393793
1.368000	0.390313
1.380000	0.386832
1.392000	0.383350
1.404000	0.379868
1.416000	0.376386
1.428000	0.372905
1.440000	0.369425
1.452000	0.365947
1.464000	0.362471
1.476000	0.358998
1.488000	0.355528
1.500000	0.352062
1.512000	0.348601
1.524000	0.345144
1.536000	0.341693
1.548000	0.338247
1.560000	0.334808
1.572000	0.331376
1.584000	0.327950
1.596000	0.324533
1.608000	0.321123
1.620000	0.317722
1.632000	0.314330
1.644000	0.310948
1.656000	0.307575
1.668000	0.304213
1.680000	0.300862
1.692000	0.297521
1.704000	0.294193
1.716000	0.290876
1.728000	0.287571
1.740000	0.284280
1.752000	0.281001
1.764000	0.277736
1.776000	0.274485
1.788000	0.271248
1.800000	0.268026
1.812000	0.264818
1.824000	0.261626
1.836000	0.258450
1.848000	0.255289
1.860000	0.252145
1.872000	0.249017
1.884000	0.245906
1.896000	0.242812
1.908000	0.239736
1.920000	0.236678
1.932000	0.233638
1.944000	0.230616
1.956000	0.227612
1.968000	0.224628
1.980000	0.221662
1.992000	0.218716
2.004000	0.215789
2.016000	0.212882
2.028000	0.209996
2.040000	0.207129
2.052000	0.204283
2.064000	0.201458
2.076000	0.198653
2.088000	0.195869
2.100000	0.193107
2.112000	0.190366
2.124000	0.187647
2.136000	0.184949
2.148000	0.182273
2.160000	0.179619
2.172000	0.176987
2.184000	0.174378
2.196000	0.171791
2.208000	0.169226
2.220000	0.166684
2.232000	0.164165
2.244000	0.161668
2.256000	0.159195
2.268000	0.156744
2.280000	0.154317
2.292000	0.151913
2.304000	0.149532
2.316000	0.147174
2.328000	0.144839
2.340000	0.142528
2.352000	0.140240
2.364000	0.137976
2.376000	0.135735
2.388000	0.133518
2.400000	0.131324
2.412000	0.129154
2.424000	0.127007
2.436000	0.124883
2.448000	0.122784
2.460000	0.120707
2.472000	0.118655
2.484000	0.116625
2.496000	0.114619
2.508000	0.112637
2.520000	0.110677
2.532000	0.108741
2.544000	0.106829
2.556000	0.104939
2.568000	0.103073
2.580000	0.101230
2.592000	0.099410
2.604000	0.097612
2.616000	0.095838
2.628000	0.094086
2.640000	0.092357
2.652000	0.090651
2.664000	0.088967
2.676000	0.087305
2.688000	0.085666
2.700000	0.084049
2.712000	0.082454
2.724000	0.080882
2.736000	0.079331
2.748000	0.077801
2.760000	0.076294
2.772000	0.074807
2.784000	0.073342
2.796000	0.071899
2.808000	0.070476
2.820000	0.069075
2.832000	0.067694
2.844000	0.066334
2.856000	0.064994
2.868000	0.063675
2.880000	0.062376
2.892000	0.061097
2.904000	0.059838
2.916000	0.058598
2.928000	0.057379
2.940000	0.056178
2.952000	0.054997
2.964000	0.053835
2.976000	0.052692
2.988000	0.051568
3.000000	0.050462
3.012000	0.049374
3.024000	0.048305
3.036000	0.047254
3.048000	0.046220
3.060000	0.045205
3.072000	0.044207
3.084000	0.043226
3.096000	0.042262
3.108000	0.041315
3.120000	0.040385
3.132000	0.039472
3.144000	0.038575
3.156000	0.037694
3.168000	0.036829
3.180000	0.035980
3.192000	0.035147
3.204000	0.034329
3.216000	0.033527
3.228000	0.032739
3.240000	0.031967
3.252000	0.031209
3.264000	0.030465
3.276000	0.029736
3.288000	0.029022
3.300000	0.028321
3.312000	0.027634
3.324000	0.026960
3.336000	0.026300
3.348000	0.025653
3.360000	0.025020
3.372000	0.024399
3.384000	0.023790
3.396000	0.023195
3.408000	0.022611
3.420000	0.022040
3.432000	0.021480
3.444000	0.020932
3.456000	0.020396
3.468000	0.019872
3.480000	0.019358
3.492000	0.018856
3.504000	0.018364
3.516000	0.017883
3.528000	0.017413
3.540000	0.016953
3.552000	0.016503
3.564000	0.016064
3.576000	0.015634
3.588000	0.015214
3.600000	0.014803
3.612000	0.014401
3.624000	0.014009
3.636000	0.013626
3.648000	0.013252
3.660000	0.012886
3.672000	0.012529
3.684000	0.012181
3.696000	0.011841
3.708000	0.011508
3.720000	0.011184
3.732000	0.010868
3.744000	0.010559
3.756000	0.010258
3.768000	0.009964
3.780000	0.009677
3.792000	0.009397
3.804000	0.009125
3.816000	0.008859
3.828000	0.008600
3.840000	0.008347
3.852000	0.008101
3.864000	0.007861
3.876000	0.007627
3.888000	0.007399
3.900000	0.007177
3.912000	0.006961
3.924000	0.006751
3.936000	0.006546
3.948000	0.006346
3.960000	0.006152
3.972000	0.005963
3.984000	0.005779
3.996000	0.005600
4.008000	0.005426
4.020000	0.005256
4.032000	0.005091
4.044000	0.004931
4.056000	0.004775
4.068000	0.004624
4.080000	0.004476
4.092000	0.004333
4.104000	0.004194
4.116000	0.004059
4.128000	0.003927
4.140000	0.003800
4.152000	0.003676
4.164000	0.003555
4.176000	0.003439
4.188000	0.003325
4.200000	0.003215
4.212000	0.003108
4.224000	0.003004
4.236000	0.002903
4.248000	0.002806
4.260000	0.002711
4.272000	0.002619
4.284000	0.002530
4.296000	0.002443
4.308000	0.002359
4.320000	0.002278
4.332000	0.002199
4.344000	0.002123
4.356000	0.002049
4.368000	0.001977
4.380000	0.001908
4.392000	0.001841
4.404000	0.001776
4.416000	0.001713
4.428000	0.001652
4.440000	0.001593
4.452000	0.001535
4.464000	0.001480
4.476000	0.001426
4.488000	0.001375
4.500000	0.001325
4.512000	0.001276
4.524000	0.001229
4.536000	0.001184
4.548000	0.001140
4.560000	0.001098
4.572000	0.001057
4.584000	0.001017
4.596000	0.000979
4.608000	0.000942
4.620000	0.000907
4.632000	0.000872
4.644000	0.000839
4.656000	0.000807
4.668000	0.000776
4.680000	0.000746
4.692000	0.000717
4.704000	0.000689
4.716000	0.000663
4.728000	0.000637
4.740000	0.000612
4.752000	0.000588
4.764000	0.000564
4.776000	0.000542
4.788000	0.000521
4.800000	0.000500
4.812000	0.000480
4.824000	0.000460
4.836000	0.000442
4.848000	0.000424
4.860000	0.000407
4.872000	0.000390
4.884000	0.000374
4.896000	0.000359
4.908000	0.000344
4.920000	0.000330
4.932000	0.000316
4.944000	0.000303
4.956000	0.000290
4.968000	0.000278
4.980000	0.000266
4.992000	0.000255
5.004000	0.000244
5.016000	0.000234
5.028000	0.000224
5.040000	0.000214
5.052000	0.000205
5.064000	0.000196
5.076000	0.000188
5.088000	0.000180
5.100000	0.000172
5.112000	0.000164
5.124000	0.000157
5.136000	0.000150
5.148000	0.000144
5.160000	0.000137
5.172000	0.000131
5.184000	0.000125
5.196000	0.000120
5.208000	0.000114
5.220000	0.000109
5.232000	0.000104
5.244000	0.000099
5.256000	0.000095
5.268000	0.000090
5.280000	0.000086
5.292000	0.000082
5.304000	0.000079
5.316000	0.000075
5.328000	0.000071
5.340000	0.000068
5.352000	0.000065
5.364000	0.000062
5.376000	0.000059
5.388000	0.000056
5.400000	0.000053
5.412000	0.000051
5.424000	0.000048
5.436000	0.000046
5.448000	0.000044
5.460000	0.000042
5.472000	0.000040
5.484000	0.000038
5.496000	0.000036
5.508000	0.000034
5.520000	0.000032
5.532000	0.000031
5.544000	0.000029
5.556000	0.000028
5.568000	0.000026
5.580000	0.000025
5.592000	0.000023
5.604000	0.000022
5.616000	0.000021
5.628000	0.000020
5.640000	0.000019
5.652000	0.000018
5.664000	0.000017
5.676000	0.000016
5.688000	0.000015
5.700000	0.000014
5.712000	0.000013
5.724000	0.000012
5.736000	0.000012
5.748000	0.000011
5.760000	0.000010
5.772000	0.000010
5.784000	0.000009
5.796000	0.000008
5.808000	0.000008
5.820000	0.000007
5.832000	0.000006
5.844000	0.000006
5.856000	0.000005
5.868000	0.000005
5.880000	0.000004
5.892000	0.000004
5.904000	0.000003
5.916000	0.000003
5.928000	0.000003
5.940000	0.000002
5.952000	0.000002
5.964000	0.000001
5.976000	0.000001
5.988000	0.000000
