N	    	Integral				Err
10		1.09208901694965		0.0467877088106461
100		1.05029189224692		0.00499058410791875
1000		1.06601895428033		0.0207176461413285
10000		1.04579528073822		0.000493972599224568
100000		1.04599659940624		0.000695291267243991
1000000		1.04554948610762		0.000248177968619645
10000000	1.04541422417556		0.000112916036562272
100000000	1.04528581194065		1.54961983545032e-005
