0.011995	0.505017
0.011583	0.504279
0.011600	0.503465
0.011094	0.502765
0.011574	0.502317
0.011199	0.501293
0.010789	0.500679
0.010374	0.499784
0.010644	0.499294
0.009995	0.498454
0.010647	0.497838
0.010796	0.497032
0.011305	0.496214
0.011354	0.495291
0.011577	0.494447
0.012219	0.494116
0.012394	0.493658
0.011310	0.493217
0.011691	0.492641
0.011495	0.492203
0.012095	0.491322
0.013046	0.490349
0.012182	0.489827
0.012407	0.489156
0.011693	0.488360
0.012285	0.487636
0.010913	0.486935
0.011175	0.486445
0.010545	0.485930
0.010638	0.485276
0.010332	0.484728
0.010994	0.483897
0.010569	0.483543
0.010124	0.483018
0.009937	0.482325
0.010473	0.481252
0.009859	0.480727
0.009797	0.480424
0.009985	0.479593
0.009852	0.479024
0.010687	0.478525
0.010240	0.478140
0.010035	0.477617
0.009320	0.476926
0.009083	0.476531
0.009068	0.475816
0.009242	0.475324
0.009649	0.474556
0.009636	0.473845
0.009352	0.473525
0.008969	0.472615
0.009058	0.472161
0.009113	0.471556
0.009690	0.471202
0.009582	0.470449
0.009187	0.469794
0.008867	0.469036
0.008559	0.468373
0.008088	0.467764
0.008011	0.467073
0.007872	0.466466
0.007784	0.465620
0.007248	0.465253
0.007376	0.464804
0.007498	0.464302
0.007905	0.463914
0.007415	0.463610
0.007450	0.463380
0.007141	0.462563
0.007860	0.461992
0.007707	0.461602
0.009215	0.460957
0.009559	0.460551
0.009695	0.459867
0.008987	0.459396
0.009380	0.458739
0.009251	0.458028
0.009538	0.457175
0.009995	0.456666
0.010620	0.455972
0.010462	0.455446
0.010232	0.454827
0.010430	0.454312
0.010757	0.453653
0.011432	0.453290
0.010422	0.452658
0.010626	0.452401
0.011235	0.451635
0.010939	0.451132
0.011169	0.450188
0.011486	0.449444
0.011294	0.448769
0.010428	0.448054
0.010442	0.447488
0.010213	0.447107
0.010413	0.446769
0.010829	0.446363
0.010976	0.445910
0.010281	0.445188
0.010319	0.444961
0.009711	0.444303
0.009540	0.443906
0.009429	0.442892
0.009072	0.442163
0.009139	0.441953
0.009718	0.441407
0.009316	0.440600
0.009140	0.439968
0.009037	0.439581
0.010247	0.439262
0.009736	0.438850
0.009475	0.438353
0.009633	0.438250
0.009336	0.438096
0.009756	0.437852
0.009148	0.437580
0.009676	0.437070
0.009343	0.436745
0.009759	0.436033
0.009154	0.436155
0.009525	0.435534
0.009898	0.435337
0.010009	0.434907
0.011216	0.434691
0.010848	0.434092
0.010554	0.433536
0.010949	0.432903
0.011455	0.432443
0.011807	0.431976
0.012814	0.431396
0.013091	0.430262
0.012806	0.429427
0.012091	0.428942
0.012810	0.428587
0.013264	0.427941
0.013523	0.427533
0.012951	0.427067
0.013357	0.426567
0.014063	0.426105
