0.000000	0.000000	0.000000
-0.327902	-0.020349	0.030165
-0.432241	-0.024963	-0.057964
-0.890580	-0.017647	-0.006828
-0.216736	-0.058516	-0.066665
0.361055	-0.054318	-0.020952
0.183920	-0.030165	-0.095676
0.189076	-0.023856	-0.165778
1.197243	-0.197359	-0.173459
2.326832	-0.531573	-0.287236
2.198712	-0.505601	-0.210724
1.987670	-0.464467	-0.219847
3.442354	-0.710317	-0.173664
2.970342	-0.657219	-0.111744
1.630824	-0.520970	-0.108373
1.293779	-0.448846	-0.152161
-0.524652	-0.127207	-0.178322
0.668662	-0.388133	-0.217331
0.992515	-0.404476	-0.056607
2.501649	-0.350867	0.041693
2.050891	-0.334451	-0.030401
1.368001	-0.383970	0.065043
3.721759	-0.109259	0.117083
4.046618	-0.031258	0.196117
5.162252	0.231989	0.209349
4.649816	0.090859	0.289713
3.595523	-0.298065	0.350921
3.671312	-0.282680	0.298497
4.454783	-0.043324	0.308818
3.773616	-0.217456	0.223047
3.646686	-0.215749	0.158478
3.422077	-0.251575	0.162120
3.280271	-0.276980	0.192233
2.552668	-0.492518	0.281136
2.335168	-0.549254	0.279471
2.685858	-0.465096	0.242552
2.844497	-0.401273	0.314612
2.523077	-0.507472	0.330632
3.146511	-0.271854	0.372444
3.408790	-0.178919	0.344833
4.426205	0.096494	0.262852
2.440472	-0.407581	0.246046
1.948606	-0.567390	0.281829
2.517313	-0.399297	0.311728
3.253826	-0.218845	0.257167
3.585848	-0.122050	0.273502
4.037161	0.008666	0.307611
4.748006	0.269139	0.362437
5.227664	0.577337	0.538993
5.634520	0.877956	0.608605
6.116066	1.125573	0.478827
4.865274	0.433315	0.503270
6.055517	1.020496	0.458710
7.334989	1.725710	0.497742
6.436556	1.295513	0.458723
6.570378	1.351191	0.415734
7.285751	1.652179	0.417908
8.817785	2.259323	0.378829
10.427803	2.899588	0.379876
10.551407	2.955029	0.317999
11.052768	3.093673	0.258341
10.719190	3.016757	0.200969
10.325312	2.907196	0.261037
9.656221	2.728471	0.268993
10.766992	2.931694	0.184453
10.940634	2.985614	0.224958
11.653188	3.156373	0.255271
11.392443	3.070107	0.315009
10.239832	2.692558	0.311816
9.091949	2.345614	0.303772
7.629679	1.851386	0.324867
7.777915	1.928848	0.478748
9.912482	2.974738	0.454866
8.871965	2.526677	0.396464
8.785541	2.503320	0.349394
10.035361	2.996576	0.395217
10.343547	3.144524	0.455189
10.478498	3.209086	0.396968
10.947955	3.434991	0.417473
11.907882	3.811902	0.374090
12.811278	4.141025	0.355711
14.414145	4.751232	0.359342
13.540938	4.435877	0.353643
14.335465	4.740934	0.356781
16.325278	5.222313	0.236148
15.271041	4.938076	0.266504
14.366876	4.616504	0.341215
13.523851	4.303958	0.348899
14.288088	4.583402	0.338220
13.490666	4.324721	0.298327
11.234627	3.676492	0.276964
11.156547	3.662844	0.221580
11.746320	3.794372	0.243153
12.371506	3.945237	0.224349
13.768828	4.194048	0.177853
16.082497	4.556009	0.154625
15.339415	4.462743	0.140075
15.229704	4.449238	0.114732
13.684478	4.390405	0.041740
13.273408	4.357086	0.075928
12.049100	4.323162	0.017657
12.601821	4.335368	-0.006415
12.651925	4.342007	0.035357
13.494833	4.401391	0.056452
11.540383	4.392992	0.006701
10.464897	4.426597	-0.038107
10.084303	4.395365	0.073845
11.245624	4.382381	-0.008401
10.978383	4.392444	-0.103275
11.488392	4.390775	-0.027987
10.831273	4.432101	-0.047611
10.834141	4.441257	0.023518
10.275926	4.472908	-0.022623
9.974764	4.475809	-0.000804
10.272817	4.475017	-0.000439
11.187621	4.469858	0.011232
10.901525	4.487885	-0.051187
12.295734	4.410798	-0.049596
12.513701	4.387801	-0.115797
12.926417	4.329274	-0.168598
11.964521	4.444571	-0.119351
10.773819	4.559606	-0.095984
13.761126	4.227316	-0.108500
13.599614	4.235821	-0.083307
12.107362	4.267212	-0.019763
11.952013	4.261264	-0.006558
12.389743	4.254967	-0.004875
13.061018	4.290982	0.039427
13.336073	4.301967	0.018297
13.903139	4.354712	0.067475
12.870271	4.304951	0.037542
14.042007	4.313387	0.005376
14.012283	4.313950	0.023992
13.094417	4.207291	0.111810
13.027616	4.189513	0.106767
11.947636	4.086368	0.103741
11.841895	4.085173	0.001393
12.338128	4.123465	0.088265
12.341123	4.113427	0.079326
13.134446	4.111622	0.003608
13.128957	4.124277	-0.039111
12.104227	4.204019	-0.087343
13.376525	3.983137	-0.170276
14.946129	3.766850	-0.132624
17.202313	3.719622	-0.030413
16.142415	3.800364	-0.065525
15.144163	3.865648	-0.072054
16.244828	3.773979	-0.080411
16.224661	3.787222	-0.001600
17.692366	3.918934	0.096010
17.321693	3.855597	0.187297
16.787953	3.733166	0.212507
16.790403	3.725907	0.235866
19.001246	4.640362	0.381190
19.462815	4.797659	0.315380
19.041950	4.659589	0.315637
19.631813	4.856773	0.318849
20.461641	5.206019	0.382624
19.364478	4.735359	0.402147
19.233458	4.698190	0.323365
18.938563	4.595960	0.328386
18.798819	4.546370	0.332228
17.417167	4.039120	0.352103
16.791604	3.758348	0.407138
19.437753	4.946619	0.421403
18.547467	4.626931	0.330406
18.643073	4.675009	0.342453
18.350474	4.569365	0.346594
17.629691	4.265332	0.388092
18.685276	4.604638	0.314779
18.388831	4.492957	0.383986
18.482936	4.525797	0.412327
17.793025	4.251390	0.398789
17.160142	4.025180	0.373695
18.748527	4.654579	0.381744
18.072261	4.351335	0.408603
16.815276	3.844442	0.379915
16.893876	3.893011	0.399283
15.901239	3.496066	0.390149
16.210690	3.664655	0.461637
16.972432	4.131251	0.533529
17.142387	4.223295	0.439564
17.123668	4.202773	0.443193
15.569786	3.393777	0.488161
14.747456	3.007389	0.426966
14.459897	2.885346	0.341697
13.855262	2.709304	0.254480
14.896205	2.939442	0.219845
15.741796	3.087051	0.171858
15.733479	3.087782	0.162484
15.639861	3.058122	0.199435
15.957568	3.121002	0.202179
15.390439	2.991717	0.221621
14.951364	2.889428	0.230081
14.207494	2.749388	0.172824
14.314266	2.755611	0.130773
15.148720	2.938426	0.224594
16.043149	3.106489	0.186128
16.772563	3.253666	0.219368
16.138952	3.109738	0.223389
14.815525	2.776486	0.243637
16.163884	3.106157	0.233095
17.087717	3.376638	0.277055
16.447344	3.156678	0.307552
17.616470	3.564972	0.356063
16.124358	2.990237	0.356824
16.631274	3.179666	0.331974
18.107962	3.789193	0.396624
18.996155	4.206612	0.448122
18.987956	4.186803	0.385263
19.052481	4.214202	0.476026
18.812239	4.059445	0.556558
19.784231	4.641639	0.531861
17.508824	3.244599	0.545608
17.989200	3.579035	0.621785
18.959673	4.359388	0.669895
18.929215	4.311812	0.584664
19.196106	4.461119	0.543874
17.722356	3.625307	0.512508
16.430955	2.883157	0.521301
16.653080	3.047285	0.620685
15.941089	2.607267	0.556584
16.115741	2.744794	0.623059
15.825372	2.534219	0.626263
15.949907	2.615970	0.565246
16.829055	3.249095	0.629618
16.347324	2.874166	0.662751
15.525950	2.296331	0.601661
16.239641	2.793910	0.623234
16.055426	2.637514	0.669213
14.645358	1.544895	0.656298
15.629884	2.366540	0.689913
15.811546	2.529821	0.745431
15.402905	2.200456	0.702515
15.097824	1.930583	0.751849
14.213374	1.095874	0.751232
15.980809	2.745325	0.755593
14.983358	1.672552	0.824097
14.908410	1.612343	0.746498
15.331221	2.018480	0.728520
15.610116	2.280051	0.742622
15.660311	2.312076	0.734016
15.647120	2.310555	0.782770
16.118299	2.742436	0.740121
15.043531	1.527649	0.848033
14.562593	0.976596	0.835908
15.346651	1.720703	0.762705
14.245942	0.629714	0.780983
14.260230	0.642100	0.769103
13.656028	0.009185	0.805912
13.701227	0.049720	0.744964
14.518576	0.794110	0.731915
14.043466	0.383702	0.694512
13.109396	-0.356535	0.680221
12.473207	-0.865859	0.668486
11.775619	-1.343195	0.603218
11.030534	-1.854141	0.610574
10.571258	-2.193689	0.638426
11.526370	-1.329080	0.724000
10.927310	-1.997729	0.842637
11.498003	-1.298490	0.876795
12.529775	-0.199048	0.818702
11.493036	-1.400692	0.858210
12.227106	-0.510414	0.873929
11.380573	-1.564417	0.887800
11.317058	-1.641239	0.892447
10.914059	-2.098050	0.820355
10.665462	-2.366473	0.825137
10.507668	-2.549132	0.839451
10.683872	-2.360548	0.830486
10.630653	-2.417599	0.828971
10.427818	-2.675621	0.904726
9.254908	-4.089274	0.875029
9.452109	-3.888037	0.813773
8.687478	-4.652287	0.795160
8.309379	-5.019647	0.794917
8.855204	-4.484912	0.776321
8.576887	-4.768299	0.795240
8.554389	-4.783244	0.827412
7.737028	-5.635611	0.816484
7.653992	-5.715758	0.776938
6.421684	-6.869121	0.748628
6.637756	-6.672935	0.776287
5.543561	-7.597536	0.704818
6.068171	-7.155293	0.703028
6.900508	-6.462184	0.686667
6.865554	-6.483125	0.735272
6.620678	-6.722059	0.775306
5.894414	-7.442978	0.777041
7.009575	-6.566947	0.666601
7.008693	-6.554324	0.687199
7.801242	-5.644407	0.837182
8.023004	-5.356259	0.875863
7.526539	-5.922909	0.845828
7.135511	-6.406049	0.861984
7.385840	-6.060292	0.935996
7.038661	-6.592645	0.967554
7.207277	-6.307722	1.050872
