1.200000	0.322325
1.220000	0.297897
1.240000	0.270760
1.260000	0.246452
1.280000	0.233177
1.300000	0.204481
1.320000	0.175866
1.340000	0.142561
1.360000	0.109984
1.380000	0.072173
1.400000	0.037344
1.420000	0.001846
1.440000	0.040818
1.460000	0.069876
1.480000	0.111134
1.500000	0.150945
1.520000	0.194156
1.540000	0.253004
1.560000	0.298404
1.580000	0.345788
1.600000	0.393772
1.620000	0.443049
1.640000	0.496957
1.660000	0.551746
1.680000	0.607610
1.700000	0.661182
1.720000	0.721212
1.740000	0.782162
1.760000	0.844068
1.780000	0.907579
1.800000	0.998917
1.820000	1.066679
1.840000	1.136147
1.860000	1.207964
1.880000	1.267494
1.900000	1.340169
1.920000	1.416350
1.940000	1.494781
1.960000	1.546722
1.980000	1.625122
2.000000	1.706160
2.020000	1.789662
2.040000	1.862989
2.060000	1.949006
2.080000	2.036969
2.100000	2.127027
2.120000	2.217691
2.140000	2.309528
2.160000	2.403561
2.180000	2.499295
2.200000	2.586363
2.220000	2.685467
2.240000	2.786142
2.260000	2.888713
2.280000	2.992078
2.300000	3.132051
2.320000	3.235001
2.340000	3.342369
2.360000	3.451401
2.380000	3.548301
2.400000	3.647122
2.420000	3.739685
2.440000	3.829674
2.460000	3.896861
2.480000	3.966777
2.500000	4.025349
2.520000	4.069716
2.540000	4.073328
2.560000	4.102120
2.580000	4.122713
2.600000	4.133712
2.620000	4.176209
2.640000	4.167063
2.660000	4.152996
2.680000	4.125851
2.700000	4.081997
2.720000	4.032765
2.740000	3.984951
2.760000	3.936931
2.780000	3.886003
2.800000	3.833867
2.820000	3.772266
2.840000	3.702584
2.860000	3.634986
2.880000	3.557985
2.900000	3.479449
2.920000	3.403698
2.940000	3.326017
2.960000	3.248364
2.980000	3.173341
3.000000	3.094468
3.020000	3.016524
3.040000	2.942041
3.060000	2.863040
3.080000	2.782177
3.100000	2.703009
3.120000	2.618191
3.140000	2.541693
3.160000	2.463807
3.180000	2.383801
3.200000	2.311357
3.220000	2.227582
3.240000	2.151696
3.260000	2.080346
3.280000	2.002449
3.300000	1.931125
3.320000	1.861083
3.340000	1.786287
3.360000	1.716968
3.380000	1.660730
3.400000	1.587322
3.420000	1.518527
3.440000	1.456348
3.460000	1.365386
3.480000	1.302242
3.500000	1.235742
3.520000	1.172621
3.540000	1.128242
3.560000	1.066754
3.580000	1.009974
3.600000	0.949742
3.620000	0.884730
3.640000	0.829276
3.660000	0.774543
3.680000	0.720643
3.700000	0.684595
3.720000	0.633345
3.740000	0.586355
3.760000	0.539919
3.780000	0.492092
3.800000	0.446661
3.820000	0.399607
3.840000	0.351636
3.860000	0.309655
3.880000	0.286230
3.900000	0.243394
3.920000	0.201597
3.940000	0.160890
3.960000	0.110598
3.980000	0.074860
4.000000	0.036575
4.020000	0.004743
4.040000	0.026142
4.060000	0.056490
4.080000	0.090310
4.100000	0.119600
4.120000	0.160960
4.140000	0.193235
4.160000	0.225419
4.180000	0.252245
4.200000	0.268085
